Sexo;Edad;Provincias;Periodo;Total
Hombres;10 años;Total Nacional;1 de enero de 2008;213.839
Hombres;10 años;Total Nacional;1 de enero de 2007;206.758
Hombres;10 años;Total Nacional;1 de enero de 2006;204.247
Hombres;10 años;Total Nacional;1 de enero de 2005;203.923
Hombres;10 años;Total Nacional;1 de enero de 2004;209.354
Hombres;10 años;Total Nacional;1 de enero de 2003;213.035
Hombres;10 años;Total Nacional;1 de enero de 2002;208.361
Hombres;10 años;Total Nacional;1 de enero de 2001;210.206
Hombres;10 años;Total Nacional;1 de enero de 2000;213.731
Hombres;10 años;Total Nacional;1 de enero de 1999;215.303
Hombres;10 años;Total Nacional;1 de enero de 1998;218.949
Hombres;10 años;Total Nacional;1 de enero de 1997;223.487
Hombres;10 años;Total Nacional;1 de enero de 1996;233.387
Hombres;10 años;Total Nacional;1 de enero de 1995;245.431
Hombres;10 años;Total Nacional;1 de enero de 1994;251.040
Hombres;10 años;Total Nacional;1 de enero de 1993;267.163
Hombres;10 años;Total Nacional;1 de enero de 1992;277.461
Hombres;10 años;Total Nacional;1 de enero de 1991;290.685
Hombres;10 años;Total Nacional;1 de enero de 1990;304.657
Hombres;10 años;Total Nacional;1 de enero de 1989;322.290
Hombres;10 años;Total Nacional;1 de enero de 1988;328.905
Hombres;10 años;Total Nacional;1 de enero de 1987;340.548
Hombres;10 años;Total Nacional;1 de enero de 1986;343.911
Hombres;10 años;Total Nacional;1 de enero de 1985;342.431
Hombres;10 años;Total Nacional;1 de enero de 1984;339.251
Hombres;10 años;Total Nacional;1 de enero de 1983;341.318
Hombres;10 años;Total Nacional;1 de enero de 1982;338.450
Hombres;10 años;Total Nacional;1 de enero de 1981;337.986
Hombres;10 años;Total Nacional;1 de enero de 1980;333.033
Hombres;11 años;Total Nacional;1 de enero de 2020;271.404
Hombres;11 años;Total Nacional;1 de enero de 2019;260.071
Hombres;11 años;Total Nacional;1 de enero de 2018;257.183
Hombres;11 años;Total Nacional;1 de enero de 2017;250.320
Hombres;11 años;Total Nacional;1 de enero de 2016;247.783
Hombres;11 años;Total Nacional;1 de enero de 2015;242.135
Hombres;11 años;Total Nacional;1 de enero de 2014;233.430
Hombres;11 años;Total Nacional;1 de enero de 2013;231.683
Hombres;11 años;Total Nacional;1 de enero de 2012;233.150
Hombres;11 años;Total Nacional;1 de enero de 2011;225.455
Hombres;11 años;Total Nacional;1 de enero de 2010;219.108
Hombres;11 años;Total Nacional;1 de enero de 2009;217.057
Hombres;11 años;Total Nacional;1 de enero de 2008;211.058
Hombres;11 años;Total Nacional;1 de enero de 2007;207.882
Hombres;11 años;Total Nacional;1 de enero de 2006;207.187
Hombres;11 años;Total Nacional;1 de enero de 2005;212.338
Hombres;11 años;Total Nacional;1 de enero de 2004;216.912
Hombres;11 años;Total Nacional;1 de enero de 2003;212.678
Hombres;11 años;Total Nacional;1 de enero de 2002;211.981
Hombres;11 años;Total Nacional;1 de enero de 2001;214.928
Hombres;11 años;Total Nacional;1 de enero de 2000;216.694
Hombres;11 años;Total Nacional;1 de enero de 1999;220.060
Hombres;11 años;Total Nacional;1 de enero de 1998;224.748
Hombres;11 años;Total Nacional;1 de enero de 1997;234.586
Hombres;11 años;Total Nacional;1 de enero de 1996;246.194
Hombres;11 años;Total Nacional;1 de enero de 1995;252.164
Hombres;11 años;Total Nacional;1 de enero de 1994;268.247
Hombres;11 años;Total Nacional;1 de enero de 1993;279.096
Hombres;11 años;Total Nacional;1 de enero de 1992;292.208
Hombres;11 años;Total Nacional;1 de enero de 1991;304.882
Hombres;11 años;Total Nacional;1 de enero de 1990;322.677
Hombres;11 años;Total Nacional;1 de enero de 1989;329.121
Hombres;11 años;Total Nacional;1 de enero de 1988;340.912
Hombres;11 años;Total Nacional;1 de enero de 1987;344.172
Hombres;11 años;Total Nacional;1 de enero de 1986;342.381
Hombres;11 años;Total Nacional;1 de enero de 1985;339.237
Hombres;11 años;Total Nacional;1 de enero de 1984;341.581
Hombres;11 años;Total Nacional;1 de enero de 1983;338.566
Hombres;11 años;Total Nacional;1 de enero de 1982;337.984
Hombres;11 años;Total Nacional;1 de enero de 1981;334.274
Hombres;11 años;Total Nacional;1 de enero de 1980;332.632
Hombres;12 años;Total Nacional;1 de enero de 2020;262.296
Hombres;12 años;Total Nacional;1 de enero de 2019;258.751
Hombres;12 años;Total Nacional;1 de enero de 2018;251.280
Hombres;12 años;Total Nacional;1 de enero de 2017;248.479
Hombres;12 años;Total Nacional;1 de enero de 2016;242.339
Hombres;12 años;Total Nacional;1 de enero de 2015;233.461
Hombres;12 años;Total Nacional;1 de enero de 2014;231.297
Hombres;12 años;Total Nacional;1 de enero de 2013;233.026
Hombres;12 años;Total Nacional;1 de enero de 2012;226.296
Hombres;12 años;Total Nacional;1 de enero de 2011;220.066
Hombres;12 años;Total Nacional;1 de enero de 2010;218.556
Hombres;12 años;Total Nacional;1 de enero de 2009;214.269
Hombres;12 años;Total Nacional;1 de enero de 2008;211.983
Hombres;12 años;Total Nacional;1 de enero de 2007;210.677
Hombres;12 años;Total Nacional;1 de enero de 2006;215.624
Hombres;12 años;Total Nacional;1 de enero de 2005;219.877
Hombres;12 años;Total Nacional;1 de enero de 2004;216.697
Hombres;12 años;Total Nacional;1 de enero de 2003;216.092
Hombres;12 años;Total Nacional;1 de enero de 2002;216.827
Hombres;12 años;Total Nacional;1 de enero de 2001;218.094
Hombres;12 años;Total Nacional;1 de enero de 2000;221.165
Hombres;12 años;Total Nacional;1 de enero de 1999;226.008
Hombres;12 años;Total Nacional;1 de enero de 1998;235.779
Hombres;12 años;Total Nacional;1 de enero de 1997;246.942
Hombres;12 años;Total Nacional;1 de enero de 1996;253.281
Hombres;12 años;Total Nacional;1 de enero de 1995;269.345
Hombres;12 años;Total Nacional;1 de enero de 1994;280.743
Hombres;12 años;Total Nacional;1 de enero de 1993;294.085
Hombres;12 años;Total Nacional;1 de enero de 1992;306.397
Hombres;12 años;Total Nacional;1 de enero de 1991;323.046
Hombres;12 años;Total Nacional;1 de enero de 1990;329.337
Hombres;12 años;Total Nacional;1 de enero de 1989;341.286
Hombres;12 años;Total Nacional;1 de enero de 1988;344.417
Hombres;12 años;Total Nacional;1 de enero de 1987;342.349
Hombres;12 años;Total Nacional;1 de enero de 1986;339.216
Hombres;12 años;Total Nacional;1 de enero de 1985;341.854
Hombres;12 años;Total Nacional;1 de enero de 1984;338.674
Hombres;12 años;Total Nacional;1 de enero de 1983;337.744
Hombres;12 años;Total Nacional;1 de enero de 1982;334.219
Hombres;12 años;Total Nacional;1 de enero de 1981;333.384
Hombres;12 años;Total Nacional;1 de enero de 1980;342.026
Hombres;13 años;Total Nacional;1 de enero de 2020;261.059
Hombres;13 años;Total Nacional;1 de enero de 2019;252.990
Hombres;13 años;Total Nacional;1 de enero de 2018;249.593
Hombres;13 años;Total Nacional;1 de enero de 2017;243.356
Hombres;13 años;Total Nacional;1 de enero de 2016;233.904
Hombres;13 años;Total Nacional;1 de enero de 2015;231.464
Hombres;13 años;Total Nacional;1 de enero de 2014;232.683
Hombres;13 años;Total Nacional;1 de enero de 2013;226.310
Hombres;13 años;Total Nacional;1 de enero de 2012;221.025
Hombres;13 años;Total Nacional;1 de enero de 2011;219.710
Hombres;13 años;Total Nacional;1 de enero de 2010;215.919
Hombres;13 años;Total Nacional;1 de enero de 2009;214.991
Hombres;13 años;Total Nacional;1 de enero de 2008;214.778
Hombres;13 años;Total Nacional;1 de enero de 2007;219.113
Hombres;13 años;Total Nacional;1 de enero de 2006;223.085
Hombres;13 años;Total Nacional;1 de enero de 2005;219.769
Hombres;13 años;Total Nacional;1 de enero de 2004;219.861
Hombres;13 años;Total Nacional;1 de enero de 2003;220.966
Hombres;13 años;Total Nacional;1 de enero de 2002;220.109
Hombres;13 años;Total Nacional;1 de enero de 2001;222.288
Hombres;13 años;Total Nacional;1 de enero de 2000;227.259
Hombres;13 años;Total Nacional;1 de enero de 1999;236.969
Hombres;13 años;Total Nacional;1 de enero de 1998;247.703
Hombres;13 años;Total Nacional;1 de enero de 1997;254.382
Hombres;13 años;Total Nacional;1 de enero de 1996;270.433
Hombres;13 años;Total Nacional;1 de enero de 1995;282.389
Hombres;13 años;Total Nacional;1 de enero de 1994;295.951
Hombres;13 años;Total Nacional;1 de enero de 1993;308.136
Hombres;13 años;Total Nacional;1 de enero de 1992;324.741
Hombres;13 años;Total Nacional;1 de enero de 1991;329.531
Hombres;13 años;Total Nacional;1 de enero de 1990;341.656
Hombres;13 años;Total Nacional;1 de enero de 1989;344.661
Hombres;13 años;Total Nacional;1 de enero de 1988;342.315
Hombres;13 años;Total Nacional;1 de enero de 1987;339.180
Hombres;13 años;Total Nacional;1 de enero de 1986;342.118
Hombres;13 años;Total Nacional;1 de enero de 1985;338.758
Hombres;13 años;Total Nacional;1 de enero de 1984;337.500
Hombres;13 años;Total Nacional;1 de enero de 1983;333.922
Hombres;13 años;Total Nacional;1 de enero de 1982;333.193
Hombres;13 años;Total Nacional;1 de enero de 1981;343.052
Hombres;13 años;Total Nacional;1 de enero de 1980;344.782
Hombres;14 años;Total Nacional;1 de enero de 2020;255.420
Hombres;14 años;Total Nacional;1 de enero de 2019;251.452
Hombres;14 años;Total Nacional;1 de enero de 2018;244.524
Hombres;14 años;Total Nacional;1 de enero de 2017;234.926
Hombres;14 años;Total Nacional;1 de enero de 2016;231.947
Hombres;14 años;Total Nacional;1 de enero de 2015;232.804
Hombres;14 años;Total Nacional;1 de enero de 2014;225.899
Hombres;14 años;Total Nacional;1 de enero de 2013;221.120
Hombres;14 años;Total Nacional;1 de enero de 2012;220.727
Hombres;14 años;Total Nacional;1 de enero de 2011;217.027
Hombres;14 años;Total Nacional;1 de enero de 2010;216.482
Hombres;14 años;Total Nacional;1 de enero de 2009;217.842
Hombres;14 años;Total Nacional;1 de enero de 2008;223.268
Hombres;14 años;Total Nacional;1 de enero de 2007;226.529
Hombres;14 años;Total Nacional;1 de enero de 2006;223.084
Hombres;14 años;Total Nacional;1 de enero de 2005;222.830
Hombres;14 años;Total Nacional;1 de enero de 2004;224.776
Hombres;14 años;Total Nacional;1 de enero de 2003;224.357
Hombres;14 años;Total Nacional;1 de enero de 2002;224.086
Hombres;14 años;Total Nacional;1 de enero de 2001;228.482
Hombres;14 años;Total Nacional;1 de enero de 2000;238.155
Hombres;14 años;Total Nacional;1 de enero de 1999;248.450
Hombres;14 años;Total Nacional;1 de enero de 1998;255.473
Hombres;14 años;Total Nacional;1 de enero de 1997;271.502
Hombres;14 años;Total Nacional;1 de enero de 1996;284.017
Hombres;14 años;Total Nacional;1 de enero de 1995;297.798
Hombres;14 años;Total Nacional;1 de enero de 1994;309.862
Hombres;14 años;Total Nacional;1 de enero de 1993;326.709
Hombres;14 años;Total Nacional;1 de enero de 1992;331.322
Hombres;14 años;Total Nacional;1 de enero de 1991;341.988
Hombres;14 años;Total Nacional;1 de enero de 1990;344.867
Hombres;14 años;Total Nacional;1 de enero de 1989;342.267
Hombres;14 años;Total Nacional;1 de enero de 1988;339.140
Hombres;14 años;Total Nacional;1 de enero de 1987;342.373
Hombres;14 años;Total Nacional;1 de enero de 1986;338.831
Hombres;14 años;Total Nacional;1 de enero de 1985;337.256
Hombres;14 años;Total Nacional;1 de enero de 1984;333.597
Hombres;14 años;Total Nacional;1 de enero de 1983;332.806
Hombres;14 años;Total Nacional;1 de enero de 1982;342.373
Hombres;14 años;Total Nacional;1 de enero de 1981;346.404
Hombres;14 años;Total Nacional;1 de enero de 1980;341.886
Hombres;15 años;Total Nacional;1 de enero de 2020;254.214
Hombres;15 años;Total Nacional;1 de enero de 2019;246.658
Hombres;15 años;Total Nacional;1 de enero de 2018;236.422
Hombres;15 años;Total Nacional;1 de enero de 2017;233.120
Hombres;15 años;Total Nacional;1 de enero de 2016;233.347
Hombres;15 años;Total Nacional;1 de enero de 2015;226.061
Hombres;15 años;Total Nacional;1 de enero de 2014;220.678
Hombres;15 años;Total Nacional;1 de enero de 2013;220.952
Hombres;15 años;Total Nacional;1 de enero de 2012;218.121
Hombres;15 años;Total Nacional;1 de enero de 2011;217.589
Hombres;15 años;Total Nacional;1 de enero de 2010;219.534
Hombres;15 años;Total Nacional;1 de enero de 2009;226.560
Hombres;15 años;Total Nacional;1 de enero de 2008;230.946
Hombres;15 años;Total Nacional;1 de enero de 2007;226.749
Hombres;15 años;Total Nacional;1 de enero de 2006;226.192
Hombres;15 años;Total Nacional;1 de enero de 2005;228.153
Hombres;15 años;Total Nacional;1 de enero de 2004;228.441
Hombres;15 años;Total Nacional;1 de enero de 2003;228.333
Hombres;15 años;Total Nacional;1 de enero de 2002;230.436
Hombres;15 años;Total Nacional;1 de enero de 2001;239.321
Hombres;15 años;Total Nacional;1 de enero de 2000;249.183
Hombres;15 años;Total Nacional;1 de enero de 1999;256.546
Hombres;15 años;Total Nacional;1 de enero de 1998;272.562
Hombres;15 años;Total Nacional;1 de enero de 1997;285.630
Hombres;15 años;Total Nacional;1 de enero de 1996;299.634
Hombres;15 años;Total Nacional;1 de enero de 1995;311.576
Hombres;15 años;Total Nacional;1 de enero de 1994;328.640
Hombres;15 años;Total Nacional;1 de enero de 1993;333.447
Hombres;15 años;Total Nacional;1 de enero de 1992;343.594
Hombres;15 años;Total Nacional;1 de enero de 1991;345.050
Hombres;15 años;Total Nacional;1 de enero de 1990;342.179
Hombres;15 años;Total Nacional;1 de enero de 1989;339.071
Hombres;15 años;Total Nacional;1 de enero de 1988;342.579
Hombres;15 años;Total Nacional;1 de enero de 1987;338.897
Hombres;15 años;Total Nacional;1 de enero de 1986;336.990
Hombres;15 años;Total Nacional;1 de enero de 1985;333.240
Hombres;15 años;Total Nacional;1 de enero de 1984;332.406
Hombres;15 años;Total Nacional;1 de enero de 1983;341.403
Hombres;15 años;Total Nacional;1 de enero de 1982;345.120
Hombres;15 años;Total Nacional;1 de enero de 1981;342.576
Hombres;15 años;Total Nacional;1 de enero de 1980;347.815
Hombres;16 años;Total Nacional;1 de enero de 2020;249.951
Hombres;16 años;Total Nacional;1 de enero de 2019;239.136
Hombres;16 años;Total Nacional;1 de enero de 2018;234.776
Hombres;16 años;Total Nacional;1 de enero de 2017;234.608
Hombres;16 años;Total Nacional;1 de enero de 2016;226.750
Hombres;16 años;Total Nacional;1 de enero de 2015;220.946
Hombres;16 años;Total Nacional;1 de enero de 2014;220.753
Hombres;16 años;Total Nacional;1 de enero de 2013;218.519
Hombres;16 años;Total Nacional;1 de enero de 2012;218.680
Hombres;16 años;Total Nacional;1 de enero de 2011;220.774
Hombres;16 años;Total Nacional;1 de enero de 2010;228.485
Hombres;16 años;Total Nacional;1 de enero de 2009;234.684
Hombres;16 años;Total Nacional;1 de enero de 2008;231.481
Hombres;16 años;Total Nacional;1 de enero de 2007;229.895
Hombres;16 años;Total Nacional;1 de enero de 2006;231.727
Hombres;16 años;Total Nacional;1 de enero de 2005;231.849
Hombres;16 años;Total Nacional;1 de enero de 2004;232.365
Hombres;16 años;Total Nacional;1 de enero de 2003;234.755
Hombres;16 años;Total Nacional;1 de enero de 2002;241.116
Hombres;16 años;Total Nacional;1 de enero de 2001;249.875
Hombres;16 años;Total Nacional;1 de enero de 2000;257.581
Hombres;16 años;Total Nacional;1 de enero de 1999;273.581
Hombres;16 años;Total Nacional;1 de enero de 1998;287.215
Hombres;16 años;Total Nacional;1 de enero de 1997;301.449
Hombres;16 años;Total Nacional;1 de enero de 1996;313.270
Hombres;16 años;Total Nacional;1 de enero de 1995;330.573
Hombres;16 años;Total Nacional;1 de enero de 1994;335.529
Hombres;16 años;Total Nacional;1 de enero de 1993;345.425
Hombres;16 años;Total Nacional;1 de enero de 1992;346.446
Hombres;16 años;Total Nacional;1 de enero de 1991;342.044
Hombres;16 años;Total Nacional;1 de enero de 1990;338.927
Hombres;16 años;Total Nacional;1 de enero de 1989;342.761
Hombres;16 años;Total Nacional;1 de enero de 1988;338.911
Hombres;16 años;Total Nacional;1 de enero de 1987;336.668
Hombres;16 años;Total Nacional;1 de enero de 1986;332.853
Hombres;16 años;Total Nacional;1 de enero de 1985;331.972
Hombres;16 años;Total Nacional;1 de enero de 1984;340.360
Hombres;16 años;Total Nacional;1 de enero de 1983;343.234
Hombres;16 años;Total Nacional;1 de enero de 1982;341.354
Hombres;16 años;Total Nacional;1 de enero de 1981;348.196
Hombres;16 años;Total Nacional;1 de enero de 1980;334.589
Hombres;17 años;Total Nacional;1 de enero de 2020;243.469
Hombres;17 años;Total Nacional;1 de enero de 2019;238.290
Hombres;17 años;Total Nacional;1 de enero de 2018;236.708
Hombres;17 años;Total Nacional;1 de enero de 2017;228.311
Hombres;17 años;Total Nacional;1 de enero de 2016;221.809
Hombres;17 años;Total Nacional;1 de enero de 2015;221.219
Hombres;17 años;Total Nacional;1 de enero de 2014;218.508
Hombres;17 años;Total Nacional;1 de enero de 2013;219.208
Hombres;17 años;Total Nacional;1 de enero de 2012;222.306
Hombres;17 años;Total Nacional;1 de enero de 2011;230.195
Hombres;17 años;Total Nacional;1 de enero de 2010;237.223
Hombres;17 años;Total Nacional;1 de enero de 2009;235.789
Hombres;17 años;Total Nacional;1 de enero de 2008;235.356
Hombres;17 años;Total Nacional;1 de enero de 2007;236.284
Hombres;17 años;Total Nacional;1 de enero de 2006;236.273
Hombres;17 años;Total Nacional;1 de enero de 2005;236.560
Hombres;17 años;Total Nacional;1 de enero de 2004;239.144
Hombres;17 años;Total Nacional;1 de enero de 2003;245.530
Hombres;17 años;Total Nacional;1 de enero de 2002;251.503
